구별,의료기관명,의료기관종별,의료기관주소(도로명),의료기관전화번호,데이터기준일자
수정구,유담한의원,한의원,"경기도 성남시 수정구 위례동로 153, 4층 407호 (창곡동, 에이플타워)",031-722-2277,2026-03-04
수정구,더바른한의원,한의원,"경기도 성남시 수정구 위례동로 153, 6층 605호 (창곡동, 에이플타워)",031-755-1800,2026-03-04
수정구,서울본치과의원,치과의원,"경기도 성남시 수정구 위례광장로 27, 3층 305호 (창곡동, 으뜸프라자)",031-698-4000,2026-03-04
수정구,연세프렌즈소아청소년과의원,의원,"경기도 성남시 수정구 수정로 179-1, 2층 (태평동)",031-755-5585,2026-03-04
수정구,위례헤브론치과의원,치과의원,"경기도 성남시 수정구 위례광장로 320, 4층 414,415호 (창곡동, 아이에스센트럴타워)",031-753-7522,2026-03-04
수정구,제일경희한의원,한의원,"경기도 성남시 수정구 위례광장로 320, 6층 616,617호 (창곡동, 아이에스센트럴타워)",031-722-0833,2026-03-04
수정구,바로본신경외과의원,의원,"경기도 성남시 수정구 위례광장로 310, 7층 705,706,707호 (창곡동, 우성트램타워)",031-606-8579,2026-03-04
수정구,해담은한의원,한의원,"경기도 성남시 수정구 위례광장로 320, 4층 410호 (창곡동, 아이에스센트럴타워)",031-723-8277,2026-03-04
수정구,위례리본정형외과의원,의원,"경기도 성남시 수정구 위례광장로 320, 6층 611,612,613호 (창곡동, 아이에스센트럴타워)",031-609-5757,2026-03-04
수정구,엠에스안과의원,의원,"경기도 성남시 수정구 위례광장로 310, 우성트램타워 우성트램타워 A동 305,306,307,308,309,310호 (창곡동)",02-6672-1001,2026-03-04
수정구,일곱색깔치과의원,치과의원,"경기도 성남시 수정구 위례동로 153, 3층 304호 (창곡동, 에이플타워)",031-736-2875,2026-03-04
수정구,동서경희한의원,한의원,"경기도 성남시 수정구 위례동로 135, 4층 401호 (창곡동, 신성위캐슬타워)",031-755-2200,2026-03-04
수정구,위례어린이치과의원,치과의원,"경기도 성남시 수정구 위례광장로 320, 606호 (창곡동, 아이에스센트럴타워)",031-752-2879,2026-03-04
수정구,올라안과의원,의원,"경기도 성남시 수정구 위례동로 153, 에이플타워 410, 906호 (창곡동)",031-721-2002,2026-03-04
수정구,반트치과교정과치과의원,치과의원,"경기도 성남시 수정구 위례동로 147, 2층 204호 (창곡동, 위례건아타워)",031-758-7080,2026-03-04
수정구,연세탑치과의원,치과의원,"경기도 성남시 수정구 위례광장로 322, 2층 201호 (창곡동, 아이플렉스)",031-754-2480,2026-03-04
수정구,위례연세미소치과의원,치과의원,"경기도 성남시 수정구 위례동로 153, 5층 505호 (창곡동, 에이플타워)",031-753-2080,2026-03-04
수정구,위례민정형외과의원,의원,"경기도 성남시 수정구 위례동로 153, 6층 608호 (창곡동, 에이플타워)",031-8039-5678,2026-03-04
수정구,맑은성모이비인후과의원,의원,"경기도 성남시 수정구 위례광장로 310, B동 3층 303호 (창곡동, 우성트램타워)",031-759-2119,2026-03-04
수정구,밸런스위례치과의원,치과의원,"경기도 성남시 수정구 위례광장로 300, 창곡동 509번지 7층 707호 (창곡동)",031-752-7528,2026-03-04
수정구,필유한의원,한의원,"경기도 성남시 수정구 위례동로 153, 5층 507호 (창곡동, 에이플타워)",031-755-0025,2026-03-04
수정구,365위례연세내과의원,의원,"경기도 성남시 수정구 위례동로 153, 4층 404호 (창곡동, 에이플타워)",031-722-0055,2026-03-04
수정구,아산플러스가정의학과의원,의원,"경기도 성남시 수정구 위례동로 153, 4층 403호 (창곡동, 에이플타워)",031-753-5551,2026-03-04
수정구,위례플러스이비인후과의원,의원,"경기도 성남시 수정구 위례동로 153, 4층 403호 (창곡동, 에이플타워)",031-753-5550,2026-03-04
수정구,위례중앙내과외과의원,의원,"경기도 성남시 수정구 위례광장로 320, 5층 504,505호 (창곡동, 아이에스센트럴타워)",031-758-2300,2026-03-04
수정구,도리도리한의원,한의원,"경기도 성남시 수정구 위례동로 135, 2층 202호 (창곡동, 신성위캐슬타워)",031-751-3575,2026-03-04
수정구,365위례두루미부부한의원,한의원,"경기도 성남시 수정구 위례광장로 300, 위례중앙역 중앙타워 8층 806호 (창곡동)",031-755-7590,2026-03-04
수정구,위례센트럴이비인후과의원,의원,"경기도 성남시 수정구 위례광장로 320, 5층 515,516호 (창곡동, 아이에스센트럴타워)",031-721-7852,2026-03-04
수정구,위례탑비뇨기과의원,의원,"경기도 성남시 수정구 위례광장로 310, B동 601호 (창곡동, 우성트램타워)",031-723-7525,2026-03-04
수정구,현소아청소년과의원,의원,"경기도 성남시 수정구 위례광장로 320, 6층 619호 (창곡동, 아이에스센트럴타워)",031-755-8275,2026-03-04
수정구,려한의원,한의원,"경기도 성남시 수정구 위례동로 147, 3층 305호 (창곡동, 위례건아타워)",031-759-1005,2026-03-04
수정구,경희사랑방한의원,한의원,"경기도 성남시 수정구 수정로 98, 1층 (수진동)",031-721-2255,2026-03-04
수정구,삼성드림아이소아청소년과의원,의원,"경기도 성남시 수정구 위례광장로 310, B동 5층 502호 (창곡동, 우성트램타워)",031-759-9179,2026-03-04
수정구,위례삼성정형외과의원,의원,"경기도 성남시 수정구 위례광장로 322, 307,308,309호 (창곡동)",031-778-7973,2026-03-04
수정구,유쾌한비뇨기과의원,의원,"경기도 성남시 수정구 위례광장로 310, A동 6층 603,604호 (창곡동, 우성트램타워)",031-778-6717,2026-03-04
수정구,위례365치과의원,치과의원,"경기도 성남시 수정구 위례광장로 310, 4층 403,404호 (창곡동, 우성트램타워)",031-755-0365,2026-03-04
수정구,연세린의원,의원,"경기도 성남시 수정구 수정로 116, 5층 (수진동, 코끼리빌딩)",031-752-1120,2026-03-04
수정구,위례밝은아이소아청소년과의원,의원,"경기도 성남시 수정구 위례광장로 322, 3층 310호 (창곡동, 아이플렉스)",031-935-6910,2026-03-04
수정구,위례하나이비인후과의원,의원,"경기도 성남시 수정구 위례광장로 310, 우성트램타워 A동 301호, 302 일부호 (창곡동)",031-778-6811,2026-03-04
수정구,서울바른생각치과의원,치과의원,"경기도 성남시 수정구 위례광장로 310, A동 5층 506,507호 (창곡동, 우성트램타워)",031-752-7525,2026-03-04
수정구,위례웰봄소아청소년과의원,의원,"경기도 성남시 수정구 위례광장로 310, A동 407호 (창곡동, 우성트램타워)",031-758-1275,2026-03-04
수정구,위례성모내과의원,의원,"경기도 성남시 수정구 위례광장로 322, 4층 408,409호 (창곡동, 아이플렉스)",031-625-8275,2026-03-04
수정구,연세봄이비인후과의원,의원,"경기도 성남시 수정구 위례광장로 310, 5층 503,504호 (창곡동, 우성트램타워)",031-746-7575,2026-03-04
수정구,더서울치과의원,치과의원,"경기도 성남시 수정구 성남대로 1225, 강원빌딩 2층~3층 (수진동)",031-757-1525,2026-03-04
수정구,두리이비인후과의원,의원,"경기도 성남시 수정구 위례동로 141, 우성메디피아 305호 일부 (창곡동)",031-722-3777,2026-03-04
수정구,참벗마취통증의학과의원,의원,"경기도 성남시 수정구 위례동로 141, 우성메디피아동 304호 (창곡동)",031-755-7572,2026-03-04
수정구,굿패밀리치과의원,치과의원,"경기도 성남시 수정구 위례동로 141, 6층 (창곡동)",031-759-2879,2026-03-04
수정구,위례탑치과의원,치과의원,"경기도 성남시 수정구 위례동로 141, 4층 (창곡동)",031-757-2275,2026-03-04
수정구,라라소아청소년과의원,의원,"경기도 성남시 수정구 위례동로 141, 5층 (창곡동)",031-723-0055,2026-03-04
수정구,서울삼성안과의원,의원,"경기도 성남시 수정구 수정로 116, 4층 (수진동)",031-752-2016,2026-03-04
수정구,항도외과의원,의원,"경기도 성남시 수정구 수정로 133, 3,4층 (태평동)",031-753-3000,2026-03-04
수정구,위례상쾌한이비인후과의원,의원,"경기도 성남시 수정구 위례동로 141, 5층 505호 (창곡동)",031-8023-5588,2026-03-04
수정구,디씨엘진단검사의학과의원,의원,"경기도 성남시 수정구 위례광장로 21-6, 정프라자 4층 가-401호, 나-401,402,403호 (창곡동)",070-4652-3511,2026-03-04
수정구,성남한의원,한의원,"경기도 성남시 수정구 산성대로 207, 2층, 3층 303~305호 (신흥동, 에드모스)",031-721-1075,2026-03-04
수정구,백세이안치과의원,치과의원,"경기도 성남시 수정구 수정로 162, 5층 (신흥동)",031-753-7528,2026-03-04
수정구,경희해담한의원,한의원,"경기도 성남시 수정구 수정로 94-1, 2층 (수진동, 다정빌딩)",031-752-7972,2026-03-04
수정구,아소한의원,한의원,"경기도 성남시 수정구 수정로 88, 2층 201호 (수진동)",031-758-1075,2026-03-04
수정구,이지유외과의원,의원,"경기도 성남시 수정구 산성대로 237-1, 3층 (신흥동)",031-759-8275,2026-03-04
수정구,서울좋은치과의원,치과의원,"경기도 성남시 수정구 수정로 90, 2층 (수진동)",031-755-2828,2026-03-04
수정구,서울삼성최내과의원,의원,"경기도 성남시 수정구 수정로 116, 2층 (수진동)",031-757-2882,2026-03-04
수정구,유림한의원,한의원,"경기도 성남시 수정구 성남대로 1241, 2층~4층 (태평동)",031-754-3333,2026-03-04
수정구,서울S치과의원,치과의원,"경기도 성남시 수정구 수정로 186, 2층 (신흥동)",031-751-2288,2026-03-04
수정구,현대통통의원,의원,"경기도 성남시 수정구 수정로 205, 3층 (태평동)",031-753-6400,2026-03-04
수정구,파티마외과의원,의원,"경기도 성남시 수정구 산성대로 229, 10층 (신흥동)",031-756-9663,2026-03-04
수정구,미소진한의원,한의원,"경기도 성남시 수정구 수정로 185, 5층 (태평동)",031-625-8877,2026-03-04
수정구,연세해피이비인후과의원,의원,"경기도 성남시 수정구 산성대로 241, 5층 (신흥동)",031-723-6789,2026-03-04
수정구,신흥경희한의원,한의원,"경기도 성남시 수정구 산성대로 239, 1층 (신흥동)",031-753-7588,2026-03-04
수정구,연세권이비인후과의원,의원,"경기도 성남시 수정구 수정로 116, 3층 (수진동)",031-753-5075,2026-03-04
수정구,연세선마취통증의학과의원,의원,"경기도 성남시 수정구 산성대로 241, 비와이씨 6층 (신흥동)",031-753-5988,2026-03-04
수정구,조은정형외과의원,의원,"경기도 성남시 수정구 성남대로 1237, 지하1,1,2,3층 (태평동)",031-698-2285,2026-03-04
수정구,경희맥한의원,한의원,"경기도 성남시 수정구 수정로120번길 5, 1층 (수진동)",031-759-0400,2026-03-04
수정구,이튼튼치과의원,치과의원,"경기도 성남시 수정구 수정로 68, 2층 (수진동)",031-722-2804,2026-03-04
수정구,서울튼튼치과의원,치과의원,"경기도 성남시 수정구 산성대로 241, 3층 (신흥동, 비와이씨주건축물제1동)",031-751-2857,2026-03-04
수정구,이젤민트치과의원,치과의원,"경기도 성남시 수정구 수정로 205, 3층 (태평동)",031-755-5033,2026-03-04
수정구,정성한의원,한의원,"경기도 성남시 수정구 남문로 1, 2층 (태평동)",031-758-2260,2026-03-04
수정구,길벗한의원,한의원,"경기도 성남시 수정구 산성대로 433, 3층 (단대동)",031-759-7007,2026-03-04
수정구,우리정형외과의원,의원,"경기도 성남시 수정구 수정로 118, 2층 (수진동)",031-723-0003,2026-03-04
수정구,솔잎좌훈한의원,한의원,"경기도 성남시 수정구 수정로 167 (태평동, 4층)",031-751-2984,2026-03-04
수정구,삼성드림소아청소년과의원,의원,"경기도 성남시 수정구 산성대로 433 (단대동, 2층)",031-735-7355,2026-03-04
수정구,예인한의원,한의원,"경기도 성남시 수정구 수정로 95 (태평동, 2층)",031-759-1075,2026-03-04
수정구,이레치과의원,치과의원,"경기도 성남시 수정구 산성대로 481 (양지동, 4층)",031-746-3900,2026-03-04
수정구,연세노상엽치과의원,치과의원,"경기도 성남시 수정구 산성대로 429, 3층 (단대동)",031-745-2875,2026-03-04
수정구,할아버지한의원,한의원,"경기도 성남시 수정구 수정로 140, 2층 (수진동)",031-759-1110,2026-03-04
수정구,아이누리한의원,한의원,"경기도 성남시 수정구 공원로 322, 216호 (신흥동, 신동아파라디움)",031-747-1275,2026-03-04
수정구,서울시원한마취통증의학과의원,의원,"경기도 성남시 수정구 산성대로 247, 7-8층 (신흥동)",031-741-7575,2026-03-04
수정구,푸른성모이비인후과의원,의원,"경기도 성남시 수정구 수정로 205, 3층 (태평동)",031-758-0758,2026-03-04
수정구,세브란스내과의원,의원,"경기도 성남시 수정구 제일로 155, 1층 (수진동)",031-757-8886,2026-03-04
수정구,라인플란트치과의원,치과의원,"경기도 성남시 수정구 산성대로 267, 302호 (신흥동)",031-747-7528,2026-03-04
수정구,인생플란트치과의원,치과의원,"경기도 성남시 수정구 성남대로1226번길 5, 인생플란트치과빌딩 2층 일부, 3~5층 (수진동)",031-723-7522,2026-03-04
수정구,신상건신경과의원,의원,경기도 성남시 수정구 수정로 141-1 (태평동),031-758-2700,2026-03-04
수정구,태평중국한의원,한의원,"경기도 성남시 수정구 성남대로 1227, 정풍빌딩 2층 일부층 (수진동)",031-756-8686,2026-03-04
수정구,한울가정의원,의원,경기도 성남시 수정구 수정남로 161 (신흥동),031-732-2890,2026-03-04
수정구,스파클치과교정과치과의원,치과의원,"경기도 성남시 수정구 수정로 341, 상가2동 4층 401호 (신흥동)",031-741-7557,2026-03-04
수정구,명랑한의원,한의원,경기도 성남시 수정구 산성대로 529 (양지동),031-733-7582,2026-03-04
수정구,등마루신경외과의원,의원,"경기도 성남시 수정구 수정로 208, 메드위즈 302-303호 (신흥동)",031-718-2211,2026-03-04
